url,date,category,title
https://www.fukui-nct.ac.jp/arc/4611/,2014.01.28,地域連携テクノセンター,企業技術者等活用プログラム教職員向け講演会を開催
https://www.fukui-nct.ac.jp/arc/4602/,2014.02.10,地域連携テクノセンター,「第１９回マグネットコンテスト表彰式」を実施
https://www.fukui-nct.ac.jp/arc/4595/,2014.02.28,地域連携テクノセンター,企業技術者等活用プログラム報告会を実施
https://www.fukui-nct.ac.jp/arc/4591/,2014.03.19,地域連携テクノセンター,地域連携アカデミア会員企業見学会を開催
https://www.fukui-nct.ac.jp/facility/arc/introduction/publications/,2014.03.31,地域連携テクノセンター,H25企業技術者等活用プログラム報告書を発行
https://www.fukui-nct.ac.jp/facility/arc/introduction/publications/,2014.06.24,地域連携テクノセンター,Newsletter 第6号 発行しました
https://www.fukui-nct.ac.jp/facility/arc/introduction/publications/,2014.06.24,地域連携テクノセンター,テクノセンター紹介誌「JOINT2014」を発行
https://www.fukui-nct.ac.jp/arc/4581/,2014.06.25,地域連携テクノセンター,平成26年度地域連携アカデミア総会を開催
https://www.fukui-nct.ac.jp/arc/4577/,2014.07.25,地域連携テクノセンター,「福井高専オープンラボ」を開催
https://www.fukui-nct.ac.jp/arc/4568/,2014.08.21,地域連携テクノセンター,「第12回全国高専テクノフォーラム」に参加
https://www.fukui-nct.ac.jp/arc/4564/,2014.10.27,地域連携テクノセンター,「さばえものづくり博覧会2014」に出展
https://www.fukui-nct.ac.jp/arc/4558/,2014.12.01,地域連携テクノセンター,「JOINTフォーラム2014」を開催
https://www.fukui-nct.ac.jp/arc/4551/,2015.02.18,地域連携テクノセンター,「第２０回マグネットコンテスト表彰式」を実施
https://www.fukui-nct.ac.jp/arc/4545/,2015.03.17,地域連携テクノセンター,地域連携アカデミア会員企業見学会を開催
https://www.fukui-nct.ac.jp/facility/arc/introduction/department-consultation/,2015.04.01,地域連携テクノセンター,技術相談のページが変更されました
https://www.fukui-nct.ac.jp/facility/arc/facility/equipment/,2015.04.01,地域連携テクノセンター,研究設備が利用可能となりました
https://www.fukui-nct.ac.jp/notice/1/,2015.04.07,お知らせ,平成27年度入学式を挙行しました
https://www.fukui-nct.ac.jp/notice/159/,2015.04.08,お知らせ,平成27年度青武寮入寮式が挙行されました
https://www.fukui-nct.ac.jp/notice/1086/,2015.04.13,お知らせ,エネルギー教育賞優秀賞を受賞しました！！
https://www.fukui-nct.ac.jp/notice/161/,2015.04.13,お知らせ,編入学外国人留学生が、鯖江・越前市長を表敬訪問しました
https://www.fukui-nct.ac.jp/notice/871/,2015.04.23,お知らせ,平成27年度新入生オリエンテーション合宿研修を実施しました
https://www.fukui-nct.ac.jp/notice/867/,2015.04.29,お知らせ,第4回小水力発電アイデアコンテスト発表会
https://www.fukui-nct.ac.jp/notice/877/,2015.05.11,お知らせ,学生表彰受賞者の表彰式、校長訓示を実施
https://www.fukui-nct.ac.jp/notice/888/,2015.05.13,お知らせ,専攻科ホームカミングデーを開催しました
https://www.fukui-nct.ac.jp/notice/884/,2015.05.13,お知らせ,平成27年度教育後援会総会を開催
https://www.fukui-nct.ac.jp/notice/892/,2015.05.18,お知らせ,キャンパスウォーク2015を開催しました！
https://www.fukui-nct.ac.jp/notice/904/,2015.05.22,お知らせ,舞鶴高専との交歓試合を実施しました！！
https://www.fukui-nct.ac.jp/notice/899/,2015.05.22,お知らせ,薬物乱用防止セミナーを開催しました
https://www.fukui-nct.ac.jp/notice/896/,2015.05.22,お知らせ,平成27年度非常勤講師との教育課程に関する意見交換会を開催しました
https://www.fukui-nct.ac.jp/notice/914/,2015.06.03,お知らせ,福井県高校将棋選手権大会で見事優勝しました！！
https://www.fukui-nct.ac.jp/notice/910/,2015.06.03,お知らせ,モンゴル高専から４名の教職員が訪問しました
https://www.fukui-nct.ac.jp/notice/922/,2015.06.05,お知らせ,少林寺拳法部活躍を校長先生に報告しました。
https://www.fukui-nct.ac.jp/notice/918/,2015.06.05,お知らせ,福井高専で春季高校少林寺拳法大会が開催されました
https://www.fukui-nct.ac.jp/notice/926/,2015.06.17,お知らせ,熱中症対策講座を開催しました
https://www.fukui-nct.ac.jp/notice/929/,2015.06.18,お知らせ,「第５回みどりと花の県民運動大会」に出展
https://www.fukui-nct.ac.jp/arc/4534/,2015.06.22,地域連携テクノセンター,平成27年度地域連携アカデミア総会を開催
https://www.fukui-nct.ac.jp/erd/932/,2015.06.23,創造教育開発センター,平成27年度第１回FD講演会を開催しました
https://www.fukui-nct.ac.jp/arc/936/,2015.06.25,お知らせ,平成27年度「福井高専地域連携アカデミア総会」を開催しました
https://www.fukui-nct.ac.jp/notice/1089/,2015.07.01,お知らせ,第50回北陸地区高専体育大会の壮行会が開催されました
https://www.fukui-nct.ac.jp/notice/940/,2015.07.01,お知らせ,フェデレーション大学交換留学生の報告会を実施しました
https://www.fukui-nct.ac.jp/notice/944/,2015.07.02,お知らせ,先輩講座を開催しました
https://www.fukui-nct.ac.jp/notice/948/,2015.07.09,お知らせ,福井県高校野球連盟の功労表彰を校長報告
https://www.fukui-nct.ac.jp/notice/954/,2015.07.22,お知らせ,第50回北陸地区高専体育大会の結果報告
https://www.fukui-nct.ac.jp/notice/951/,2015.07.22,お知らせ,先輩講座を開催しました
https://www.fukui-nct.ac.jp/notice/961/,2015.07.28,お知らせ,第28回全国高等学校将棋竜王戦福井県大会個人戦Ａ級で本校学生が１～３位を独占！！
https://www.fukui-nct.ac.jp/facility/arc/introduction/publications/,2015.07.28,地域連携テクノセンター,テクノセンター紹介誌「JOINT2015」を発行
https://www.fukui-nct.ac.jp/notice/967/,2015.07.31,お知らせ,平成27年度外部有識者会議を開催
https://www.fukui-nct.ac.jp/notice/964/,2015.07.31,お知らせ,キャリアガイダンス（１年対象）を開催しました
https://www.fukui-nct.ac.jp/notice/970/,2015.08.08,お知らせ,初代校長内藤敏夫先生の記念歌碑を正門に移設しました
https://www.fukui-nct.ac.jp/notice/975/,2015.08.17,お知らせ,救急救命講習会を開催
https://www.fukui-nct.ac.jp/notice/978/,2015.08.19,お知らせ,「おもしろフェスタinサンドーム福井2015」に出展
https://www.fukui-nct.ac.jp/notice/982/,2015.08.20,お知らせ,「キャンパスツアー2015」を開催しました
https://www.fukui-nct.ac.jp/notice/989/,2015.09.02,お知らせ,第8回関数グラフアートカンファレンスを開催しました
https://www.fukui-nct.ac.jp/notice/986/,2015.09.02,お知らせ,メンタルヘルス講演会を開催
https://www.fukui-nct.ac.jp/notice/993/,2015.09.11,お知らせ,科学研究費助成事業に関する講演会を開催しました
https://www.fukui-nct.ac.jp/arc/4527/,2015.09.21,地域連携テクノセンター,「越前ものづくりフェスタ2015」に参加
https://www.fukui-nct.ac.jp/arc/4520/,2015.09.27,地域連携テクノセンター,「第１０回越前市中学生ロボットコンテスト」が開催されました
https://www.fukui-nct.ac.jp/notice/996/,2015.09.29,お知らせ,「女子中学生と保護者のための体験学習＆懇談会」を開催しました
https://www.fukui-nct.ac.jp/notice/1000/,2015.10.06,お知らせ,「こどもフェスティバルちちんぷいぷいひらけ～ゴマpart５」出展
https://www.fukui-nct.ac.jp/notice/1008/,2015.10.15,お知らせ,「平成28年度入学試験説明会」を開催
https://www.fukui-nct.ac.jp/notice/1004/,2015.10.15,お知らせ,「キャンパスリサーチ2015」を開催しました
https://www.fukui-nct.ac.jp/notice/1017/,2015.10.21,お知らせ,球技大会が開催されました
https://www.fukui-nct.ac.jp/notice/1013/,2015.10.21,お知らせ,アイデア対決・全国高専ロボコン2015東海北陸地区大会結果報告
https://www.fukui-nct.ac.jp/notice/1025/,2015.10.23,お知らせ,弁論大会が開催されました
https://www.fukui-nct.ac.jp/notice/1021/,2015.10.23,お知らせ,鯖江市長・越前市長に全国高専体育大会の優勝等報告
https://www.fukui-nct.ac.jp/arc/4514/,2015.10.25,地域連携テクノセンター,「さばえものづくり博覧会2015」に参加
https://www.fukui-nct.ac.jp/facility/arc/introduction/publications/,2015.10.27,地域連携テクノセンター,メールニュース「JOINT Plus One　No.001」を配信しました
https://www.fukui-nct.ac.jp/notice/1030/,2015.11.04,お知らせ,大学・大学院合同説明会を開催しました
https://www.fukui-nct.ac.jp/notice/1036/,2015.11.10,お知らせ,産業・職業研究セミナーを開催しました
https://www.fukui-nct.ac.jp/notice/1033/,2015.11.10,お知らせ,先輩講座を開催しました
https://www.fukui-nct.ac.jp/notice/1039/,2015.11.18,お知らせ,平成27年度留学生研修会を実施しました
https://www.fukui-nct.ac.jp/notice/1045/,2015.11.19,お知らせ,平成27年度教師海外研修「技術系グローバル人材育成コース」の報告会を実施しました
https://www.fukui-nct.ac.jp/notice/1042/,2015.11.19,お知らせ,「明るい選挙出前塾」を開催しました
https://www.fukui-nct.ac.jp/notice/1052/,2015.11.24,お知らせ,「第9回東海北陸地区高等専門学校英語スピーチコンテスト」に出場しました
https://www.fukui-nct.ac.jp/notice/1048/,2015.11.24,お知らせ,創立五十周年記念式典・コンサートを挙行しました
https://www.fukui-nct.ac.jp/facility/arc/introduction/publications/,2015.11.24,地域連携テクノセンター,メールニュース「JOINT Plus One　No.002」を配信しました
https://www.fukui-nct.ac.jp/notice/1056/,2015.11.26,お知らせ,第12回全国高等専門学校デザインコンペティション参加報告
https://www.fukui-nct.ac.jp/arc/4504/,2015.11.30,地域連携テクノセンター,「JOINTフォーラム2015」を開催
https://www.fukui-nct.ac.jp/notice/1064/,2015.12.04,お知らせ,アイデア対決・全国高専ロボコン2015全国大会結果報告
https://www.fukui-nct.ac.jp/notice/1060/,2015.12.04,お知らせ,創立五十周年記念講演会を開催しました
https://www.fukui-nct.ac.jp/notice/1067/,2015.12.09,お知らせ,税と社会保障の講演会を開催しました
https://www.fukui-nct.ac.jp/notice/1073/,2015.12.16,お知らせ,喫煙の害に関する講演会を開催しました
https://www.fukui-nct.ac.jp/erd/1076/,2015.12.16,創造教育開発センター,平成27年度第２回FD講演会を開催しました
https://www.fukui-nct.ac.jp/arc/1093/,2015.12.16,お知らせ,JOINTフォーラム2015を開催しました
https://www.fukui-nct.ac.jp/notice/1070/,2015.12.16,お知らせ,第7回IIBCエッセイコンテストで最優秀賞を受賞！！
https://www.fukui-nct.ac.jp/facility/arc/introduction/publications/,2015.12.16,地域連携テクノセンター,メールニュース「JOINT Plus One　No.003」を配信しました
https://www.fukui-nct.ac.jp/notice/1080/,2015.12.18,お知らせ,北陸総合通信局長賞を受賞しました
https://www.fukui-nct.ac.jp/notice/1083/,2015.12.25,お知らせ,女子学生のためのキャリア支援講演会を開催しました
https://www.fukui-nct.ac.jp/notice/1197/,2016.01.07,お知らせ,平成27年度「福井高専キャンパスプロジェクト」報告会を開催しました
https://www.fukui-nct.ac.jp/notice/1193/,2016.01.07,お知らせ,平成27年度留学生との懇談会を実施しました
https://www.fukui-nct.ac.jp/notice/1201/,2016.01.18,お知らせ,平成27年度生産技術コンテストに参加しました
https://www.fukui-nct.ac.jp/facility/arc/introduction/publications/,2016.01.20,地域連携テクノセンター,メールニュース「JOINT Plus One　No.004」を配信しました　
https://www.fukui-nct.ac.jp/notice/1208/,2016.01.28,お知らせ,校長表彰（卓越した学生の表彰及び第２回学生表彰）・校長講話を実施
https://www.fukui-nct.ac.jp/notice/1205/,2016.01.28,お知らせ,香港IVEから短期留学生を迎えました
https://www.fukui-nct.ac.jp/notice/1217/,2016.02.01,お知らせ,性教育に関する講演会を開催しました
https://www.fukui-nct.ac.jp/notice/1213/,2016.02.01,お知らせ,（公財）福井県体育協会優秀選手賞を受賞しました
https://www.fukui-nct.ac.jp/notice/1220/,2016.02.03,お知らせ,第9回全国高専英語プレゼンテーションコンテストで福井高専　チームが2位！！
https://www.fukui-nct.ac.jp/arc/4494/,2016.02.12,地域連携テクノセンター,「第２１回マグネットコンテスト表彰式」を実施
https://www.fukui-nct.ac.jp/arc/1224/,2016.02.21,お知らせ,第21回マグネットコンテスト表彰式を実施しました
https://www.fukui-nct.ac.jp/facility/arc/introduction/publications/,2016.02.22,地域連携テクノセンター,メールニュース「JOINT Plus One　No.005」を配信しました
https://www.fukui-nct.ac.jp/notice/1229/,2016.03.14,お知らせ,キャリア教育セミナー（合同企業説明会）を開催しました
https://www.fukui-nct.ac.jp/arc/4486/,2016.03.15,地域連携テクノセンター,地域連携アカデミア会員企業見学会を開催
https://www.fukui-nct.ac.jp/notice/1237/,2016.03.24,お知らせ,第47回卒業証書授与式並びに第17回修了証書授与式が挙行されました
https://www.fukui-nct.ac.jp/arc/1233/,2016.03.24,お知らせ,地域連携アカデミア会員企業見学会を開催しました
https://www.fukui-nct.ac.jp/facility/arc/introduction/publications/,2016.03.25,地域連携テクノセンター,メールニュース「JOINT Plus One　No.006」を配信しました
https://www.fukui-nct.ac.jp/arc/4482/,2016.04.01,地域連携テクノセンター,地域連携テクノセンター長交代
https://www.fukui-nct.ac.jp/notice/1240/,2016.04.04,お知らせ,平成28年度入学式を挙行しました
https://www.fukui-nct.ac.jp/notice/1243/,2016.04.06,お知らせ,平成28年度編入学外国人留学生が、鯖江・越前市長を表敬訪問しました
https://www.fukui-nct.ac.jp/notice/1248/,2016.04.14,お知らせ,平成28年度新入生オリエンテーション合宿研修を実施しました
https://www.fukui-nct.ac.jp/notice/1252/,2016.04.20,お知らせ,学生表彰受賞者の表彰状授与式を実施しました
https://www.fukui-nct.ac.jp/notice/1256/,2016.04.25,お知らせ,平成28年度非常勤講師との教育課程に関する意見交換会を開催しました
https://www.fukui-nct.ac.jp/facility/arc/introduction/publications/,2016.04.27,地域連携テクノセンター,メールニュース「JOINT Plus One　No.007」を配信しました
https://www.fukui-nct.ac.jp/notice/1259/,2016.04.30,お知らせ,平成28年度 第52回体育祭が開催されました！
https://www.fukui-nct.ac.jp/notice/1264/,2016.05.14,お知らせ,キャンパスウォーク2016を実施しました
https://www.fukui-nct.ac.jp/notice/1268/,2016.05.19,お知らせ,薬物乱用防止セミナーを開催しました
https://www.fukui-nct.ac.jp/notice/1271/,2016.05.20,お知らせ,タイ国プリンスオブソンクラ大学工学部から短期留学生を迎えました
https://www.fukui-nct.ac.jp/facility/arc/introduction/publications/,2016.05.25,地域連携テクノセンター,メールニュース「JOINT Plus One　No.008」を配信しました
https://www.fukui-nct.ac.jp/notice/1274/,2016.05.26,お知らせ,「明るい選挙出前塾」を開催しました
https://www.fukui-nct.ac.jp/notice/1277/,2016.05.31,お知らせ,囲碁・将棋部の活躍を校長先生に報告しました
https://www.fukui-nct.ac.jp/notice/1286/,2016.06.02,お知らせ,強化指定選手認定証授与が行われました
https://www.fukui-nct.ac.jp/notice/1281/,2016.06.02,お知らせ,少林寺拳法部活躍を校長先生に報告しました
https://www.fukui-nct.ac.jp/arc/4472/,2016.06.13,地域連携テクノセンター,平成28年度地域連携アカデミア総会を開催
https://www.fukui-nct.ac.jp/arc/1290/,2016.06.13,お知らせ,平成28年度「福井高専地域連携アカデミア総会」を開催しました
https://www.fukui-nct.ac.jp/facility/arc/introduction/publications/,2016.06.17,地域連携テクノセンター,テクノセンター紹介誌「JOINT2016」を発行
https://www.fukui-nct.ac.jp/notice/1294/,2016.06.18,お知らせ,平成28年度夏季留学生研修会を実施しました
https://www.fukui-nct.ac.jp/facility/arc/introduction/publications/,2016.06.24,地域連携テクノセンター,メールニュース「JOINT Plus One　No.009」を配信しました
https://www.fukui-nct.ac.jp/erd/1298/,2016.06.29,創造教育開発センター,平成28年度第1回FD講演会を開催しました
https://www.fukui-nct.ac.jp/notice/1302/,2016.07.07,お知らせ,特別講演（ひまわり教室）を開催しました
https://www.fukui-nct.ac.jp/notice/1305/,2016.07.14,お知らせ,特別講演（交通講話）を開催しました
https://www.fukui-nct.ac.jp/notice/1311/,2016.07.17,お知らせ,第51回北陸地区高専体育大会の結果報告
https://www.fukui-nct.ac.jp/notice/1308/,2016.07.19,お知らせ,奥村充司先生が日本高野連育成功労賞を受賞しました
https://www.fukui-nct.ac.jp/facility/arc/introduction/publications/,2016.07.27,地域連携テクノセンター,メールニュース「JOINT Plus One　No.010」を配信しました
https://www.fukui-nct.ac.jp/notice/1316/,2016.07.31,お知らせ,タイ王国プリンスオブソンクラ大学工学部からの短期留学生が帰国しました
https://www.fukui-nct.ac.jp/notice/1320/,2016.08.02,お知らせ,救急救命講習会を開催しました
https://www.fukui-nct.ac.jp/notice/1324/,2016.08.06,お知らせ,「キャンパスツアー2016」を開催しました
https://www.fukui-nct.ac.jp/notice/1328/,2016.08.07,お知らせ,「おもしろフェスタinサンドーム福井2016」に出展
https://www.fukui-nct.ac.jp/notice/1332/,2016.08.21,お知らせ,☆祝☆　第51回全国高専体育大会卓球競技で本校学生が優勝！
https://www.fukui-nct.ac.jp/notice/1336/,2016.08.26,お知らせ,第51回全国高専体育大会の野球競技が開催されました
https://www.fukui-nct.ac.jp/facility/arc/introduction/publications/,2016.08.31,地域連携テクノセンター,メールニュース「JOINT Plus One　No.011」を配信しました
https://www.fukui-nct.ac.jp/notice/1340/,2016.09.15,お知らせ,メンタルヘルス講演会を開催
https://www.fukui-nct.ac.jp/arc/4455/,2016.09.19,地域連携テクノセンター,「越前ものづくりフェスタ2016」に参加
https://www.fukui-nct.ac.jp/erd/1345/,2016.09.20,創造教育開発センター,平成28年度第2回FD講演会を開催しました
https://www.fukui-nct.ac.jp/arc/4448/,2016.09.25,地域連携テクノセンター,「第１１回越前市ロボットコンテスト」が開催されました
https://www.fukui-nct.ac.jp/facility/arc/introduction/publications/,2016.09.28,地域連携テクノセンター,メールニュース「JOINT Plus One　No.012」を配信しました
https://www.fukui-nct.ac.jp/notice/1349/,2016.09.28,お知らせ,高専ライブ：人気コーナー書籍化
https://www.fukui-nct.ac.jp/notice/1353/,2016.09.29,お知らせ,「服育講演会」が開催されました
https://www.fukui-nct.ac.jp/notice/1357/,2016.10.01,お知らせ,「キャンパスリサーチ2016」を開催しました
https://www.fukui-nct.ac.jp/notice/1376/,2016.10.02,お知らせ,「こどもフェスティバル　ちちんぷいぷい　ひらけ～ゴマpart６」に出展
https://www.fukui-nct.ac.jp/notice/1361/,2016.10.03,お知らせ,「平成29年度入学試験説明会」を開催
https://www.fukui-nct.ac.jp/notice/1365/,2016.10.06,お知らせ,学生の活躍を校長先生に報告しました
https://www.fukui-nct.ac.jp/notice/1372/,2016.10.07,お知らせ,球技大会が開催されました
https://www.fukui-nct.ac.jp/notice/1368/,2016.10.09,お知らせ,アイデア対決・全国高専ロボコン2016東海北陸地区大会結果報告
https://www.fukui-nct.ac.jp/notice/1380/,2016.10.15,お知らせ,専攻科ホームカミングデーを開催しました
https://www.fukui-nct.ac.jp/notice/1384/,2016.10.22,お知らせ,大学・大学院合同説明会を開催しました
https://www.fukui-nct.ac.jp/arc/4441/,2016.10.23,地域連携テクノセンター,「さばえものづくり博覧会2016」に参加
https://www.fukui-nct.ac.jp/notice/1388/,2016.10.25,お知らせ,鯖江市長・越前市長に課外活動の成果を報告
https://www.fukui-nct.ac.jp/notice/1392/,2016.10.27,お知らせ,労働法に関する講演会（労働法制セミナー）を開催しました
https://www.fukui-nct.ac.jp/facility/arc/introduction/publications/,2016.10.28,地域連携テクノセンター,メールニュース「JOINT Plus One　No.013」を配信しました
https://www.fukui-nct.ac.jp/notice/1397/,2016.11.03,お知らせ,平成28年度留学生研修会を実施しました
https://www.fukui-nct.ac.jp/notice/1413/,2016.11.04,お知らせ,「シェイクアウト訓練」を実施しました
https://www.fukui-nct.ac.jp/notice/1405/,2016.11.10,お知らせ,産業・職業研究セミナーを開催しました
https://www.fukui-nct.ac.jp/notice/1400/,2016.11.12,お知らせ,「第10回東海北陸地区高等専門学校英語スピーチコンテスト」に出場しました
https://www.fukui-nct.ac.jp/notice/1409/,2016.11.16,お知らせ,「第８回福井高専　クラシックコンサート」を開催
https://www.fukui-nct.ac.jp/notice/1417/,2016.11.20,お知らせ,アイデア対決・全国高専ロボコン2016全国大会結果報告
https://www.fukui-nct.ac.jp/facility/arc/introduction/publications/,2016.11.28,地域連携テクノセンター,メールニュース「JOINT Plus One　No.014」を配信しました
https://www.fukui-nct.ac.jp/notice/1421/,2016.11.30,お知らせ,税と社会保障の講演会を開催しました
https://www.fukui-nct.ac.jp/notice/1425/,2016.12.02,お知らせ,学生の活躍を校長先生に報告しました
https://www.fukui-nct.ac.jp/arc/4429/,2016.12.07,地域連携テクノセンター,「JOINTフォーラム2016」を開催
https://www.fukui-nct.ac.jp/notice/1438/,2016.12.07,お知らせ,平成28年度留学生との懇談会を実施しました
https://www.fukui-nct.ac.jp/arc/1430/,2016.12.07,お知らせ,福井工業高等専門学校 「JOINTフォーラム2016」を開催
https://www.fukui-nct.ac.jp/notice/1442/,2016.12.08,お知らせ,専攻科生と教員の海外研修報告会を実施しました
https://www.fukui-nct.ac.jp/notice/1434/,2016.12.08,お知らせ,性教育に関する講演会を開催しました
https://www.fukui-nct.ac.jp/notice/1446/,2016.12.12,お知らせ,平成28年度「福井高専キャンパスプロジェクト」報告会を開催しました
https://www.fukui-nct.ac.jp/arc/4426/,2016.12.13,地域連携テクノセンター,企業紹介パンフレットの作成について
https://www.fukui-nct.ac.jp/notice/1450/,2016.12.17,お知らせ,第13回全国高等専門学校デザインコンペティション参加報告
https://www.fukui-nct.ac.jp/facility/arc/introduction/publications/,2016.12.26,地域連携テクノセンター,メールニュース「JOINT Plus One　No.015」を配信しました
